100 0 0.0
200 0 0.0
300 0 0.0
400 0 0.0
500 0 0.0
600 0 0.0
700 0 0.0
800 0 0.0
900 0 0.0
1000 0 0.0
1100 0 0.0
1200 0 0.0
1300 0 0.0
1400 0 0.0
1500 0 0.0
1600 0 0.0
1700 0 0.0
1800 0 0.0
1900 0 0.0
2000 0 0.0
2100 0 0.0
2200 0 0.0
2300 0 0.0
2400 0 0.0
2500 0 0.0
2600 0 0.0
2700 0 0.0
2800 0 0.0
2900 0 0.0
3000 20 0.0
3100 20 0.0
3200 20 0.0
3300 20 0.0
3400 20 0.0
3500 20 0.0
3600 20 0.0
3700 20 0.0
3800 20 0.0
3900 20 0.0
4000 20 0.0
4100 20 0.0
4200 20 0.0
4300 20 0.0
4400 20 0.0
4500 20 0.0
4600 20 0.0
4700 20 0.0
4800 20 0.0
4900 20 0.0
5000 20 0.0
5100 20 0.0
5200 20 0.0
5300 20 0.0
5400 20 0.0
5500 20 0.0
5600 20 0.0
5700 20 0.0
5800 20 0.0
5900 20 0.0
6000 40 0.0
6100 40 18.0
6200 40 15.0
6300 40 24.0
6400 40 24.0
6500 40 24.0
6600 40 30.0
6700 40 15.0
6800 40 15.0
6900 40 18.0
7000 40 24.0
7100 40 33.0
7200 40 21.0
7300 40 21.0
7400 40 36.0
7500 40 18.0
7600 40 24.0
7700 40 27.0
7800 40 33.0
7900 40 18.0
8000 40 21.0
8100 40 21.0
8200 40 33.0
8300 40 24.0
8400 40 30.0
8500 40 21.0
8600 40 18.0
8700 40 18.0
8800 40 21.0
8900 40 21.0
9000 60 24.0
9100 60 24.0
9200 60 27.0
9300 60 36.0
9400 60 39.0
9500 60 42.0
9600 60 30.0
9700 60 36.0
9800 60 42.0
9900 60 36.0
10000 60 42.0
10100 60 39.0
10200 60 33.0
10300 60 30.0
10400 60 39.0
10500 60 42.0
10600 60 36.0
10700 60 27.0
10800 60 42.0
10900 60 42.0
11000 60 36.0
11100 60 39.0
11200 60 39.0
11300 60 39.0
11400 60 36.0
11500 60 48.0
11600 60 45.0
11700 60 33.0
11800 60 48.0
11900 60 36.0
12000 80 30.0
12100 80 39.0
12200 80 51.0
12300 80 54.0
12400 80 60.0
12500 80 57.0
12600 80 57.0
12700 80 63.0
12800 80 60.0
12900 80 66.0
13000 80 45.0
13100 80 51.0
13200 80 51.0
13300 80 51.0
13400 80 69.0
13500 80 72.0
13600 80 72.0
13700 80 81.0
13800 80 78.0
13900 80 63.0
14000 80 69.0
14100 80 78.0
14200 80 63.0
14300 80 66.0
14400 80 72.0
14500 80 78.0
14600 80 81.0
14700 80 72.0
14800 80 81.0
14900 80 66.0
15000 80 102.0
15100 100 72.0
15200 100 75.0
15300 100 84.0
15400 100 69.0
15500 100 96.0
15600 100 108.0
15700 100 81.0
15800 100 108.0
15900 100 99.0
16000 100 108.0
16100 100 129.0
16200 100 108.0
16300 100 81.0
16400 100 75.0
16500 100 72.0
16600 100 66.0
16700 100 63.0
16800 100 84.0
16900 100 66.0
17000 100 87.0
17100 100 75.0
17200 100 60.0
17300 100 69.0
17400 100 69.0
17500 100 78.0
17600 100 93.0
17700 100 114.0
17800 100 108.0
17900 100 111.0
18000 100 111.0
18100 80 99.0
18200 80 108.0
18300 80 96.0
18400 80 72.0
18500 80 75.0
18600 80 84.0
18700 80 114.0
18800 80 75.0
18900 80 72.0
19000 80 81.0
19100 80 57.0
19200 80 75.0
19300 80 87.0
19400 80 72.0
19500 80 96.0
19600 80 96.0
19700 80 87.0
19800 80 60.0
19900 80 75.0
20000 80 75.0
20100 80 84.0
20200 80 87.0
20300 80 78.0
20400 80 75.0
20500 80 72.0
20600 80 93.0
20700 80 105.0
20800 80 90.0
20900 80 81.0
21000 60 72.0
21100 60 48.0
21200 60 48.0
21300 60 39.0
21400 60 42.0
21500 60 51.0
21600 60 33.0
21700 60 42.0
21800 60 48.0
21900 60 33.0
22000 60 42.0
22100 60 54.0
22200 60 39.0
22300 60 36.0
22400 60 33.0
22500 60 39.0
22600 60 39.0
22700 60 42.0
22800 60 39.0
22900 60 39.0
23000 60 39.0
23100 60 39.0
23200 60 36.0
23300 60 48.0
23400 60 39.0
23500 60 36.0
23600 60 36.0
23700 60 45.0
23800 60 39.0
23900 60 42.0
24000 60 36.0
24100 40 27.0
24200 40 18.0
24300 40 18.0
24400 40 21.0
24500 40 15.0
24600 40 24.0
24700 40 24.0
24800 40 21.0
24900 40 18.0
25000 40 18.0
25100 40 18.0
25200 40 21.0
25300 40 21.0
25400 40 21.0
25500 40 24.0
25600 40 15.0
25700 40 21.0
25800 40 15.0
25900 40 18.0
26000 40 21.0
26100 40 24.0
26200 40 18.0
26300 40 18.0
26400 40 21.0
26500 40 21.0
26600 40 27.0
26700 40 18.0
26800 40 18.0
26900 40 24.0
27000 20 21.0
27100 20 21.0
27200 20 15.0
27300 20 9.0
27400 20 12.0
27500 20 24.0
27600 20 9.0
27700 20 12.0
27800 20 15.0
27900 20 15.0
28000 20 3.0
28100 20 15.0
28200 20 9.0
28300 20 6.0
28400 20 18.0
28500 20 6.0
28600 20 9.0
28700 20 15.0
28800 20 21.0
28900 20 21.0
29000 20 9.0
29100 20 24.0
29200 20 27.0
29300 20 21.0
29400 20 27.0
29500 20 3.0
29600 20 12.0
29700 20 12.0
29800 20 9.0
29900 20 15.0
30000 0 12.0
30100 0 0.0
30200 0 0.0
30300 0 0.0
30400 0 0.0
30500 0 0.0
30600 0 0.0
30700 0 0.0
30800 0 0.0
30900 0 0.0
31000 0 0.0
31100 0 0.0
31200 0 0.0
31300 0 0.0
31400 0 0.0
31500 0 0.0
31600 0 0.0
31700 0 0.0
31800 0 0.0
31900 0 0.0
32000 0 0.0
32100 0 0.0
32200 0 0.0
32300 0 0.0
32400 0 0.0
32500 0 0.0
32600 0 0.0
32700 0 0.0
32800 0 0.0
32900 0 0.0
33000 0 0.0
